tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
60783,CİHAT YÜCEL,1987,POR-8\'in (Ornithine-8-vazopressin) lokal vazokonstriktör olarak halothen anestezisinde değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('NdgrAx5MbeFgRjoN98gQvA','NdgrAx5MbeFgRjoN98gQvA')"
80624,S. CAHİT ATASOY,1986,Selim mide duodenum hastalıklarının cerrahi tedavisinde parsiyel mide rezeksiyonlarından sonra roux-en y gastrojejunostomi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology ; Genel Cerrahi = General Surgery," onclick=tezDetay('ZeZcAy09DGhTxqM1r31i4A','ZeZcAy09DGhTxqM1r31i4A')"
80625,BEKİR AKCAN,1986,Akciğer tüberkülozunda oral glükoz tolerans testinin önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('UQJlykNg8YBHSyPC7LsBdQ','UQJlykNg8YBHSyPC7LsBdQ')"
7490,NADER KİANİ,1989,Orbita tümörlerinin ayırıcı tanısında bilgisayarlı tomografinin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('bd1uwq_XLJeRRD9P23unFg','bd1uwq_XLJeRRD9P23unFg')"
7491,SİBEL TOZAKI,1989,Psoriasisde artropati sıklığı ve tırnak tutulmasıyla ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('HRT0cgf9CUFuklB0U0ZgiQ','HRT0cgf9CUFuklB0U0ZgiQ')"
159381,SEFA SAYGILI,1984,Mianserin tedavisine tabi endogen depresyonlar\'da kıyaslamalı bir çalışma<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('Gl5qoYa_wQrMRWw9ZUwoig','wRXxL5TbcYxi8_2NWb6ang')"
80812,TANER KOÇAK,1985,Böbrek taşlarının böbrek fonksiyonları ve böbrek dokusu üzerine olan etkisi ile ameliyat sonrası böbrek fonksiyonları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('uC54BNvCYPW67LJIg4v2yQ','uC54BNvCYPW67LJIg4v2yQ')"
3147,SEMA YARMAN,1988,Kalıcı pacemaker takılmış hastalarda kontrast ekokardiografi ile triküspid yetersizliğinin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('e3sezQ7nkBI5AWDKWA5gHQ','e3sezQ7nkBI5AWDKWA5gHQ')"
3148,ATEŞ ÜLKER,1987,Lenfoproliferatif hastalıklarda lenfositlerdeki nonspesifik esteraz aktivitesinin gösterilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Hematoloji = Hematology," onclick=tezDetay('dhCJ2FLGrLmLlFheFyHdZw','dhCJ2FLGrLmLlFheFyHdZw')"
3149,HALİL SAYGILI,1987,Kadındaki anti-sperm antikorlarının servikal faktörle karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('Qf5gCpSNqY_dn4tG44HPVw','Qf5gCpSNqY_dn4tG44HPVw')"
12077,SİMİN GÖRAL,1990,Hafif ve orta derecede esansiyel hipertansiyonda bir kalsiyum kanal blokeri olan nicardipinein etkinliğinin araştırılması (izometrik egzersiz testi ve \'M-mode\' ekokardiografi ile yapılan bir çalışma)<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('yPwrecT1-3iBVz6vW8HL5Q','yPwrecT1-3iBVz6vW8HL5Q')"
12078,ŞÜKRÜ DİLEGE,1990,Özofagus varis kanamalı hastalarda sugiura ameliyatı ve modifikasyonları<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('eSvvvrimTiFH3L6-ACdlxA','eSvvvrimTiFH3L6-ACdlxA')"
12079,BÜLENT TÜRKYILMAZ,1990,Selim parotis tümörlerinin cerrahi tedavisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('Ll3jfVli7nWFpa-Q2AqVLQ','Ll3jfVli7nWFpa-Q2AqVLQ')"
11285,BEKİR KOCAZEYBEK,1990,"Kardiyopulmoner by-pass yöntemi ile ameliyat edilen kalp cerrahisi hastalarında ameliyat sonrası gelişen hastane infeksiyonlarının nedenlerinin, kaynaklarının ve etkenlerinin araştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('Nk316C8fGrjtUmTOYSsr1g','Nk316C8fGrjtUmTOYSsr1g')"
11286,EMİNE ÖZKAN,1990,İstanbul\'un çeşitli hastanelerinden toplanan blattella germanicaların pasif olarak bulaştırabilecekleri mikroorganizmaların saptanması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('ssxyvPl-kL2ESwZ1r6fCDw','ssxyvPl-kL2ESwZ1r6fCDw')"
11509,ÜMİT YİĞİT,1990,Kısa barsak sendromu tedavisinde total parenteral beslenme ve kimyasal barsak denervasyonunun etkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('X5IV-gHvkgfpE80tSm5F_Q','X5IV-gHvkgfpE80tSm5F_Q')"
11510,NERMİ ONAT,1990,İleri evre prostat adenokanserinde endokrin tedavi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('ho6cVXtyoI014iyg9Z1kXA','ho6cVXtyoI014iyg9Z1kXA')"
2954,NAZAN FIRAT,1988,Hipoksik ve hiperoksik koşullarda serebral kan akımı değişimlerinin ventilasyon parametrelerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('ypXUeEtwg2CeC_4smLxiKQ','ypXUeEtwg2CeC_4smLxiKQ')"
2955,HASAN TOPAL,1988,Kronik suppuratif otitis mediada lokal medikal tedavi ile ilgili klinik ve bakteriolojik çalışma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('KdLp8nLb9LdfQneMU7RaJQ','KdLp8nLb9LdfQneMU7RaJQ')"
11511,ÇETİN SARIKAMIŞ,1990,Akromegalik hastalarda transsfenoidal girişim sonrasının değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('PHaIPpz5gjqheY8oSD_Myw','PHaIPpz5gjqheY8oSD_Myw')"
11512,İBRAHİM HALİL SAYI,1990,Ösofagus darlıklarında balon kateter dilatasyonu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('ScuNcUoTIb5WBSCrlS0gsA','ScuNcUoTIb5WBSCrlS0gsA')"
11513,ERDAL BULUT,1990,Gelişme geriliği gösteren 0-7 yaş grubu çocuklarda intrakranial patolojilerin tanısında BT\'nin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('dx6N2UDLOxkYpR6-wV4LqQ','dx6N2UDLOxkYpR6-wV4LqQ')"
2956,OSMAN ŞEVKİ ARSLAN,1988,Behçet hastalığında göz tutulmasının iris ve fundus floressein anjiografisi ile takibi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('dTR_H_wV-bCtNcbC06sKnw','dTR_H_wV-bCtNcbC06sKnw')"
2957,FATMA TULUNOĞLU,1988,Eklampsi ve preeklampsi olgularında çinko ve magnezyum düzeyi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('wyIgvbqMMlrYZ69QS0ik3A','wyIgvbqMMlrYZ69QS0ik3A')"
3150,ZEYNEL MUNGAN,1988,Fülminan ve subfülminan karaciğer yetmezliği<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('dsAjAfh7IwwpweN7-dWd9Q','dsAjAfh7IwwpweN7-dWd9Q')"
3151,AHMET ELGİN,1988,Ewing sarkoma tedavisinde radyoterapi + simültane ve adjuvant kemoterapinin değerlendirilmesi ve prognostik faktörlerin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('LHmQvOR8nuvq9ibVtQpi-g','LHmQvOR8nuvq9ibVtQpi-g')"
3152,ŞERAFETTİN ARKUN,1987,Patolojik meme başı akıntılarında galaktografik tetkikin tanıya katkısı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('OGRX-sikwYXL30-Gn-e0ng','OGRX-sikwYXL30-Gn-e0ng')"
3153,BEKİR ARZUMAN,1987,Memenin paget hastalığında patolojik anatomik ve ultrastrüktürel inceleme<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('uuKFyfYncW0aAaevGIa4CA','uuKFyfYncW0aAaevGIa4CA')"
3154,EMİN SARIKAYA,1987,Serviks kanserinin erken tanısı amacıyla 1986 yılında kliniğimizde yapılan çalışma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('jf-dA0KOZCQkaDPOgtzEnQ','jf-dA0KOZCQkaDPOgtzEnQ')"
12080,ATİLLA ALP,1990,Mandibular prognati tedavisinde uyguladığımız EVSO ve SSRO\'nin klinik karşılaştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Plastik ve Rekonstrüktif Cerrahi = Plastic and Reconstructive Surgery," onclick=tezDetay('qMxAlDg07F8Me_FSJfV0zw','qMxAlDg07F8Me_FSJfV0zw')"
12081,FEZA OTAĞ,1990,Kadınlarda vajinal listeria taşıyıcılığı ve listeria antikor seviyelerinin araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('oOaa3dce5rEKyb72P7ofwA','oOaa3dce5rEKyb72P7ofwA')"
12082,EMİNE KÜÇÜKATEŞ,1990,Meninjit etkeni bakterilerin karıştimmunelektroforezle kısa sürede saptanması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('D_ORWV3lTUZSaaQ4wFQ8dw','D_ORWV3lTUZSaaQ4wFQ8dw')"
12083,MEHMET TUĞRUL,1990,"Koroner bypass operasyonlarında %50 azot protoksit, isofluran, halotan, enfluranın kardiovaskuler ve solunumsal parametrelere etkileri<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation ; Kardiyoloji = Cardiology," onclick=tezDetay('P1Qz-PZhlXihcWktQICZGQ','P1Qz-PZhlXihcWktQICZGQ')"
12084,M.BEŞİR ÖKE,1990,Doğuştan kalça çıkığı tedavisinde medial girişimle açık redüksiyon yöntemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('Y0t3j_7oR4MKT1I1gjSleg','Y0t3j_7oR4MKT1I1gjSleg')"
8138,ERKAN VARDARELİ,1990,"Tiroid nodüllerinin tanısında sintigrafi, ultrasonografi ve ince iğne aspirasyon biopsisi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('0-uczO1qA6f9LWLH0Nsjyg','0-uczO1qA6f9LWLH0Nsjyg')"
8139,M.PINAR DÖNMEZ (AKATA),1990,Primer erken kalça eklemi osteoartritinde kantitatif sintigrafik yöntem ile kalça eklemi çevresindeki kemiğin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('8n3GgNmtcKny1ZLWVA7tqA','8n3GgNmtcKny1ZLWVA7tqA')"
8140,ÜLKÜ AKARIRMAK,1990,Servikal spondilotik miyelopati olgularında instabilitenin etkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('8tvB6BRKFNpx3VdL_eiI7Q','8tvB6BRKFNpx3VdL_eiI7Q')"
8141,MUHAMMED TANNASHİ,1990,Turner sendromu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Tıbbi Biyoloji = Medical Biology," onclick=tezDetay('ZKGtrt6Kh-ww_U8xvTCzZw','ZKGtrt6Kh-ww_U8xvTCzZw')"
160161,RÜVEYDA SAİT BUNDAK,1984,Normotansif sağlıklı ve değişik nedenlere bağlı hipertansif çocuklarda plazma renin aktivitesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('w5iFQgmwP2DD6oisN_ACPg','3-leBvcLawu5SgBTOjUXxQ')"
152488,YUNUS EMRE ARICALI,1984,1000 romatolojik hastanın sosyo-ekonomik yönden incelenmesi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('J9mFpknVJYaO0B5kiIXuzg','Z5YhajJYb1juf0h12yXmUQ')"
11514,SELMA ERBAYDAR,1990,Cerrahi kliniği çalışanlarında staphylococcus aureusun burun taşıyıcılığının prevalansı<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Hastaneler = Hospitals ; Klinik Bakteriyoloji ve Enfeksiyon Hastalıkları = Clinical Microbiology and Infectious Diseases," onclick=tezDetay('MStVoqAASPWod-YAEktmRQ','MStVoqAASPWod-YAEktmRQ')"
11515,MEHMET AKİF KARAN,1990,Diabetes mellitus ve bozulmuş glukoz toleransının tanısında serum früktozamin düzeylerinin değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('j_12tpKe8GYKuxQDjaffBw','j_12tpKe8GYKuxQDjaffBw')"
11517,AHMET BİÇERER,1990,Hemoroidal hastalığa yaklaşım<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('mAW9oyrJiZVPa4slz3UyAg','mAW9oyrJiZVPa4slz3UyAg')"
12085,DİLŞAD TÜRKDOĞAN,1990,Steroid ve/veya immünosupresif ilaçlara dirençli nefrotik sendrom olgularında kaptopril uygulaması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('GQ6E19_l4LcdfGavmzWMkA','GQ6E19_l4LcdfGavmzWMkA')"
12086,NEDİM SAMANCI,1990,Prematürelerde büyümeyi yakalama<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('K0WbBsZ5LnqvQuvtjBcMTA','K0WbBsZ5LnqvQuvtjBcMTA')"
2958,HASAN DEMİRTAŞ,1987,Akut miyokard infarktüsü ve iskemik kalb hastalarında serumda dehydroepiandrosteron sülfat düzeyleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('yV9fNCwW7igfiFHL4bE9RA','yV9fNCwW7igfiFHL4bE9RA')"
2959,FATMA COŞKUNSU EKENOĞLU,1988,Behçet hastalığında aile ve çevre faktörlerinin kontrolü olarak incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('akoji1kUt_wi1xoVT3LcVQ','akoji1kUt_wi1xoVT3LcVQ')"
2960,FARUK AYAN,1988,Akut miyokard infarktüsünde ilk 24 saat içinde görülen ritm ve iletim bozukluklarının değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('2Mx9x68iGt6eh2fZPse6HA','2Mx9x68iGt6eh2fZPse6HA')"
2961,İMAD HADİDİ,1988,Önkol cisim kırıklarının cerrahi tedavisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('S5nTHzQZBggevVVKrbpl-A','S5nTHzQZBggevVVKrbpl-A')"
3155,AHMET KİZİR,1987,Meme kanseri tedavisinde postoperatif radyoterapi ve adjuvan kemoterapinin lokal ve uzak metastazlara etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('UCYDXxp4do5CTL179-8nEw','UCYDXxp4do5CTL179-8nEw')"
8142,YUSUF İZZET AYHAN,1990,Akut viral hepatit A ve B\'de immun sistem<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('SoAvKnQWPH91aJu4QVSMiQ','SoAvKnQWPH91aJu4QVSMiQ')"
8143,HATİCE ECE KARACA,1990,Entübasyon zorluğunun anatomik faktörlerle ilişkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('G4f6hdBJEFVzXBLKQQM10g','G4f6hdBJEFVzXBLKQQM10g')"
673905,ÖMER NAFİ HALİL GÖRGÜN,1989,Bronşial astmalı çocuklarda kortikosteroidlerin büyüme ve gelişmeye etkisi<br><span style='font-style: italic';>The effect of corticosteroids on growth and development in children with bronchial asthma,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('Vu29MAJq064PotMpfzq0aw','bwImDDYnEn_I5WnTP4Tpvw')"
11518,A.DESTİNA YALÇIN,1990,Rolandik epilepsi 44 olgunun klinik ve elektroansefalografik açıdan incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('gxZXwY_r0SBGCkWn9boFNw','gxZXwY_r0SBGCkWn9boFNw')"
11266,NUR KIR,1989,"Primer açı kapanması glokomunun tedavisinde laser uygulamalarının yeri (gonioplasti, gonioplasti+trabeküloplasti, argon+yağ laser iridektomi)<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('r8k_uvUMmeX_bQInpNrEQw','r8k_uvUMmeX_bQInpNrEQw')"
12087,YAĞIZ ÜRESİN,1990,Opioid nitelikte stres uyaranlarının ouabain tarafından oluşturulan aritmilere ve serum endojen digoksin benzeri madde düzeyine etkileri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Eczacılık ve Farmakoloji = Pharmacy and Pharmacology," onclick=tezDetay('Qdsgp7jWY3MrNRKyTZfceQ','Qdsgp7jWY3MrNRKyTZfceQ')"
174698,NİHAL HAMZAOĞLU,1984,Atracuriumun entübasyon olanakları ve K.I.B. üzerine olan etkileri yönünden nöroanestezideki değerinin araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('-SmYZlidxSraDVi9WOJ2bA','-YEOOv80DNVNQyAXnlwxEQ')"
11519,NİLAY ALACALI,1990,Göz ve görme fonksiyonları yönünden multipl skleroz (çeşitli muayene yöntemleri ile klinik ve subklinik lezyonların saptanması)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('E5B37bwSEYvZ2QQcHObTQw','E5B37bwSEYvZ2QQcHObTQw')"
11520,OSMAN OSMAN,1990,Kolorektal karsinoma ve tedavi ilkeleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('GpT9sKOu1vOTDCvHatF7fQ','GpT9sKOu1vOTDCvHatF7fQ')"
11495,TÜLİN ŞENER,1990,Oral kontrast ve bolus iv kontrast enjeksiyonu uygulanarak bilgisayarlı tomografi ile malign pankreas ekzokrin tümörlerinin teşhisi ve preoperatif olarak değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('04kORtJYPszUY_LRnvqxZw','04kORtJYPszUY_LRnvqxZw')"
11496,GÜNER KARATEKİN,1990,Perinatal asfiksi sorunu ve tanımlanmasında yeni bir değerlendirme sistemi (sigtuna)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('FRGR-_YOka6mZC0v5WcZFg','FRGR-_YOka6mZC0v5WcZFg')"
2962,HALUK ÇOKUĞRAŞ,1987,Kordon kanı immunglobulin E değerleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Allerji ve İmmünoloji = Allergy and Immunology," onclick=tezDetay('Uwbdy9q030zW3EPsPVTxSA','Uwbdy9q030zW3EPsPVTxSA')"
2963,BÜLENT ALAGÖL,1988,Spinal kord yaralanması sonucu gelişen nörojen mesane hastalıklarının tanı ve tedavisinde ürodinamik tetkiklerin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('hSXZiu3_EVpNc9k8jWBT3Q','hSXZiu3_EVpNc9k8jWBT3Q')"
2964,EROL YALNIZ,1988,Dev hücreli kemik tümörü<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('KW9p-NPc0ZXOF-BduQ-7JA','KW9p-NPc0ZXOF-BduQ-7JA')"
2965,ERCÜMENT UFUK ALPAYDIN,1988,"Normal, öküler hipertansiyon ve travmatik açı resesyonu gösteren olgularda yerel steroid testinin hümöraköz dinamiği üzerine olan etkisi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('YED6lsTk3EDgUnKKrTwVCA','YED6lsTk3EDgUnKKrTwVCA')"
2966,NUR AHMET ERÖZENCİ,1988,Vezikoüreteral reflülü çocuklarda gil-vernet antireflü yönteminin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('fzGTZzdwveSiudMEdHRO_g','fzGTZzdwveSiudMEdHRO_g')"
2967,YÜKSEL ADALI,1988,Çocuk premedikasyonunda haloperidol uygulanması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('Sn_llLm77EF7gxoxNikH3g','Sn_llLm77EF7gxoxNikH3g')"
11294,VENÜS TOLUN,1990,Muayene maddelerinden izole edilen klebsiella oxytoca ve Klebsiella pneumoniae suşlarının özellikleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('4YvHsnA-32Rt4zU6PXA0NQ','4YvHsnA-32Rt4zU6PXA0NQ')"
12733,FATMA KÖKSAL,1990,Belirli antibiyotiklere duyarlı bakterilerin idrar yollarında oluşturduğu infeksiyonların tedavisindeki bazı sorunlar<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('bw2wGtCySTlmjkbAQv71qg','bw2wGtCySTlmjkbAQv71qg')"
12088,FEVZİYE KABUKÇUOĞLU,1990,Overin germ hücreli tümörlerinin morfolojik özellikleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('0LRRSMvoCMpqixUaKBmGhA','0LRRSMvoCMpqixUaKBmGhA')"
